TYPE,WDPAID,WDPA_PID,PA_DEF,NAME,ORIG_NAME,DESIG,DESIG_ENG,DESIG_TYPE,IUCN_CAT,INT_CRIT,MARINE,REP_M_AREA,GIS_M_AREA,REP_AREA,GIS_AREA,NO_TAKE,NO_TK_AREA,STATUS,STATUS_YR,GOV_TYPE,OWN_TYPE,MANG_AUTH,MANG_PLAN,VERIF,METADATAID,SUB_LOC,PARENT_ISO3,ISO3
Polygon,20695,20695,1,Dolina Pcinje,Dolina Pcinje,Predeli izuzetnih odlika,Landscape of Outstanding Qualities,National,V,Not Applicable,0,0,0,26.06,26.37389644,Not Applicable,0,Designated,1996,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,328842,328842,1,Pasnjaci Velike droplje,Pasnjaci Velike droplje,Rezervat prirode,Nature Reserve,National,IV,Not Applicable,0,0,0,9.79,10.10637623,Not Applicable,0,Designated,1997,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,328843,328843,1,Karadjordjevo,Karadjordjevo,Rezervat prirode,Nature Reserve,National,VI,Not Applicable,0,0,0,29.55,30.43967593,Not Applicable,0,Designated,1997,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,555552437,555552437,1,Klokocevac,Klokocevac,Spomenik prirode,Natural Monument,National,III,Not Applicable,0,0,0,0.01,0.007749613894,Not Applicable,0,Designated,2000,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,388813,388813,1,Pecinski sistem Jezava,Pecinski sistem Jezava,Spomenik prirode,Natural Monument,National,III,Not Applicable,0,0,0,0.04,0.04387539213,Not Applicable,0,Designated,2006,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,328844,328844,1,Selevenjske pustare,Selevenjske pustare,Rezervat prirode,Nature Reserve,National,IV,Not Applicable,0,0,0,6.77,18.6986167,Not Applicable,0,Designated,1997,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,16397,16397,1,Stara planina,Stara planina,Park prirode,Nature Park,National,V,Not Applicable,0,0,0,1143.32,1133.254363,Not Applicable,0,Designated,1997,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,16401,16401,1,Golija,Golija,Park prirode,Nature Park,National,Not Assigned,Not Applicable,0,0,0,751.83,759.6638726,Not Applicable,0,Designated,2001,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,328900,328900,1,Risovaca,Risovaca,Spomenik prirode,Natural Monument,National,III,Not Applicable,0,0,0,0.13,0.1445649137,Not Applicable,0,Designated,1954,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,16396,16396,1,Tikvara,Tikvara,Park prirode,Nature Park,National,V,Not Applicable,0,0,0,5.55,5.321902211,Not Applicable,0,Designated,1997,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,388823,388823,1,Dunavski park,Dunavski park,Spomenik prirode,Natural Monument,National,III,Not Applicable,0,0,0,0.13,0.05353630897,Not Applicable,0,Designated,1998,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,388808,388808,1,Bagremara,Bagremara,Rezervat prirode,Nature Reserve,National,Ia,Not Applicable,0,0,0,1.18,4.158214028,Not Applicable,0,Designated,2007,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,388851,388851,1,Lazarev kanjon,Lazarev kanjon,Spomenik prirode,Natural Monument,National,III,Not Applicable,0,0,0,17.55,18.10802647,Not Applicable,0,Designated,2000,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,20701,20701,1,Ovcarsko-Kablarska klisura,Ovcarsko-Kablarska klisura,Predeli izuzetnih odlika,Landscape of Outstanding Qualities,National,Not Assigned,Not Applicable,0,0,0,22.5,22.79514825,Not Applicable,0,Designated,2000,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,328849,328849,1,Slano Kopovo,Slano Kopovo,Rezervat prirode,Nature Reserve,National,IV,Not Applicable,0,0,0,9.76,9.725998067,Not Applicable,0,Designated,2001,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,388801,388801,1,Zupanijski park u Zrenjanjinu,Zupanijski park u Zrenjanjinu,Spomenik prirode,Natural Monument,National,III,Not Applicable,0,0,0,0.01,0.01182797794,Not Applicable,0,Designated,2006,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,388830,388830,1,Gradski park Djurdjevo brdo,Gradski park Djurdjevo brdo,Spomenik prirode,Natural Monument,National,III,Not Applicable,0,0,0,0.05,0.0584162614,Not Applicable,0,Designated,2004,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,16408,16408,1,Kamaras,Kamaras,Park prirode,Nature Park,National,IV,Not Applicable,0,0,0,2.68,2.669261592,Not Applicable,0,Designated,2005,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,388804,388804,1,Pecina Ravnistarka,Pecina Ravnistarka,Spomenik prirode,Natural Monument,National,III,Not Applicable,0,0,0,0.06,0.05939100277,Not Applicable,0,Designated,2007,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,388805,388805,1,Pecina Ceremosnja,Pecina Ceremosnja,Spomenik prirode,Natural Monument,National,III,Not Applicable,0,0,0,0.33,0.3339979793,Not Applicable,0,Designated,2007,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,388802,388802,1,Akademski park,Akademski park,Spomenik prirode,Natural Monument,National,III,Not Applicable,0,0,0,0.01,0.01735682381,Not Applicable,0,Designated,2007,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,388807,388807,1,Avala,Avala,Predeli izuzetnih odlika,Landscape of Outstanding Qualities,National,V,Not Applicable,0,0,0,4.9,4.912771178,Not Applicable,0,Designated,2007,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,388811,388811,1,Slapovi Sopotnice,Slapovi Sopotnice,Spomenik prirode,Natural Monument,National,III,Not Applicable,0,0,0,2.09,1.955912933,Not Applicable,0,Designated,2005,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,16406,16406,1,Jegricka,Jegricka,Park prirode,Nature Park,National,V,Not Applicable,0,0,0,11.44,11.439735,Not Applicable,0,Designated,2005,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,145130,145130,1,Kosmaj,Kosmaj,Predeli izuzetnih odlika,Landscape of Outstanding Qualities,National,V,Not Applicable,0,0,0,35.14,35.08895222,Not Applicable,0,Designated,2005,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,388799,388799,1,Park Blandas,Park Blandas,Spomenik prirode,Natural Monument,National,III,Not Applicable,0,0,0,0.02,0.02692757846,Not Applicable,0,Designated,2006,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,388814,388814,1,Vlasina,Vlasina,Predeli izuzetnih odlika,Landscape of Outstanding Qualities,National,VI,Not Applicable,0,0,0,127.4,128.2064501,Not Applicable,0,Designated,2006,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,388800,388800,1,Futoski park,Futoski park,Spomenik prirode,Natural Monument,National,III,Not Applicable,0,0,0,0.08,0.08936197865,Not Applicable,0,Designated,2006,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,145140,145140,1,Rtanj,Rtanj,Rezervat prirode,Nature Reserve,National,Not Assigned,Not Applicable,0,0,0,0.15,54.17976881,Not Applicable,0,Designated,1959,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,328838,328838,1,Carska bara,Carska bara,Rezervat prirode,Nature Reserve,National,IV,Not Applicable,0,0,0,47.26,47.26590571,Not Applicable,0,Designated,1955,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,388809,388809,1,Stara Tisa kod Bisernog ostrva,Stara Tisa kod Bisernog ostrva,Park prirode,Nature Park,National,V,Not Applicable,0,0,0,3.92,3.710876143,Not Applicable,0,Designated,2008,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,395443,395443,1,Kraljevac,Kraljevac,Rezervat prirode,Nature Reserve,National,IV,Not Applicable,0,0,0,2.64,2.363613606,Not Applicable,0,Designated,2009,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,395444,395444,1,Bigrena akumulacija kod manastira Tumane,Bigrena akumulacija kod manastira Tumane,Spomenik prirode,Natural Monument,National,III,Not Applicable,0,0,0,0.06,0.05854628195,Not Applicable,0,Designated,2009,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,328848,328848,1,Koviljsko-pertovaradinski rit,Koviljsko-pertovaradinski rit,Rezervat prirode,Nature Reserve,National,IV,Not Applicable,0,0,0,58.95,58.86683399,Not Applicable,0,Designated,1998,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,145402,145402,1,Paljevine,Paljevine,Rezervat prirode,Nature Reserve,National,IV,Not Applicable,0,0,0,0.08,0.0877384129,Not Applicable,0,Designated,1965,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,328837,328837,1,Venerina padina,Venerina padina,Rezervat prirode,Nature Reserve,National,Ia,Not Applicable,0,0,0,0,0.002914671693,Not Applicable,0,Designated,2005,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,395442,395442,1,Kamenicki park,Kamenicki park,Spomenik prirode,Natural Monument,National,III,Not Applicable,0,0,0,0.34,0.3361922283,Not Applicable,0,Designated,2008,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,395445,395445,1,Suteska Sikolske reke sa vodopadom na Mokranjskoj steni,Suteska Sikolske reke sa vodopadom na Mokranjskoj steni,Spomenik prirode,Natural Monument,National,III,Not Applicable,0,0,0,0.22,0.2165469428,Not Applicable,0,Designated,2009,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,555552439,555552439,1,Prirodni prostor manastira Ljubostinja,Prirodni prostor manastira Ljubostinja,Podrucje od kulturnog i istorijskog znacaja,Area of Cultural and Historical Importance,National,Not Assigned,Not Applicable,0,0,0,1.13,0.9837651437,Not Applicable,0,Designated,1991,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,328836,328836,1,Klisura reke Tresnjice,Klisura reke Tresnjice,Rezervat prirode,Nature Reserve,National,IV,Not Applicable,0,0,0,5.95,6.307181037,Not Applicable,0,Designated,1991,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,395447,395447,1,Parkovi Vrnjacke Banje,Parkovi Vrnjacke Banje,Spomenik prirode,Natural Monument,National,Not Assigned,Not Applicable,0,0,0,0.23,0.2265877693,Not Applicable,0,Designated,2010,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,555588964,555588964,1,Vrh Zeljina - Plocka Cuka,Vrh Zeljina - Plocka Cuka,Rezervat prirode,Nature Reserve,National,Not Assigned,Not Applicable,0,0,0,0.2,0.3907758653,Not Applicable,0,Designated,1985,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,15596,15596,1,Nacionalni park Tara,Nacionalni park Tara,Nacionalni park,National Park,National,II,Not Applicable,0,0,0,249.92,249.7745544,Not Applicable,0,Designated,1981,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,1053,1053,1,Nacionalni park Fruska Gora,Nacionalni park Fruska Gora,Nacionalni park,National Park,National,V,Not Applicable,0,0,0,266.72,266.6961911,Not Applicable,0,Designated,1960,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,555588627,555588627,1,Pestersko polje,Pestersko polje,Rezervat prirode,Nature Reserve,National,IV,Not Applicable,0,0,0,31.18,31.16009357,Not Applicable,0,Designated,2015,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,395446,395446,1,Miljakovacka suma,Miljakovacka suma,Spomenik prirode,Natural Monument,National,III,Not Applicable,0,0,0,0.85,0.8474515301,Not Applicable,0,Designated,2010,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,16417,16417,1,Prugovo,Prugovo,Predeli izuzetnih odlika,Landscape of Outstanding Qualities,National,Not Assigned,Not Applicable,0,0,0,0.03,0.01065387774,Not Applicable,0,Designated,1974,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,388829,388829,1,Park uciteljske skole Jagodina,Park uciteljske skole Jagodina,Spomenik prirode,Natural Monument,National,III,Not Applicable,0,0,0,0.02,0.01561395878,Not Applicable,0,Designated,2004,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,555515218,555515218,1,Arboretum Sumarskog fakulteta,Arboretum Sumarskog fakulteta,Spomenik prirode,Natural Monument,National,III,Not Applicable,0,0,0,0.22,0.066977668,Not Applicable,0,Designated,2011,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,328913,328913,1,Bjeluska potajnica,Bjeluska potajnica,Spomenik prirode,Natural Monument,National,III,Not Applicable,0,0,0,0.02,0.0247167539,Not Applicable,0,Designated,1964,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,555552421,555552421,1,Bigrena akumulacija Beli izvorac,Bigrena akumulacija Beli izvorac,Spomenik prirode,Natural Monument,National,III,Not Applicable,0,0,0,0.06,0.0596531868,Not Applicable,0,Designated,2006,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,15598,15598,1,Ncionalni park Kopaonik,Ncionalni park Kopaonik,Nacionalni park,National Park,National,II,Not Applicable,0,0,0,119.69,119.7783021,Not Applicable,0,Designated,1981,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,145143,145143,1,Crna reka,Crna reka,Rezervat prirode,Nature Reserve,National,Not Assigned,Not Applicable,0,0,0,0.6,0.6351260514,Not Applicable,0,Designated,1968,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,328903,328903,1,Cerjanska pecina,Cerjanska pecina,Spomenik prirode,Natural Monument,National,III,Not Applicable,0,0,0,0.64,0.6310235093,Not Applicable,0,Designated,1978,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,328921,328921,1,Lisine,Lisine,Spomenik prirode,Natural Monument,National,III,Not Applicable,0,0,0,0.1,0.1068268934,Not Applicable,0,Designated,1974,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,555588965,555588965,1,Radanova Gora,Radanova Gora,Spomenik prirode,Natural Monument,National,Not Assigned,Not Applicable,0,0,0,0.01,0.01274911672,Not Applicable,0,Designated,1998,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,555552422,555552422,1,Bara Trskovaca,Bara Trskovaca,Zasticeno staniste,Protected habitat,National,IV,Not Applicable,0,0,0,1.68,1.681632045,Not Applicable,0,Designated,2011,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,555552423,555552423,1,Titelski breg,Titelski breg,Rezervat prirode,Nature Reserve,National,IV,Not Applicable,0,0,0,4.96,4.96170308,Not Applicable,0,Designated,2012,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,145397,145397,1,Velika plec-Vrazji vir,Velika plec-Vrazji vir,Rezervat prirode,Nature Reserve,National,Not Assigned,Not Applicable,0,0,0,0.29,0.3182085063,Not Applicable,0,Designated,1969,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,555560017,555560017,1,Zemunski lesni profil,Zemunski lesni profil,Spomenik prirode,Natural Monument,National,III,Not Applicable,0,0,0,0.01,0.007799676483,Not Applicable,0,Designated,2013,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,555560018,555560018,1,Zvezdarska suma,Zvezdarska suma,Spomenik prirode,Natural Monument,National,III,Not Applicable,0,0,0,0.81,0.8059809138,Not Applicable,0,Designated,2013,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,328888,328888,1,Prirodni prostor Jasunjskih manastira Sv Jovan i Sv Bogorodica,Prirodni prostor Jasunjskih manastira Sv Jovan i Sv Bogorodica,Podrucje od kulturnog i istorijskog znacaja,Area of Cultural and Historical Importance,National,Not Assigned,Not Applicable,0,0,0,1.88,1.784528999,Not Applicable,0,Designated,1991,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,20704,20704,1,Veliko ratno ostrvo,Veliko ratno ostrvo,Predeli izuzetnih odlika,Landscape of Outstanding Qualities,National,IV,Not Applicable,0,0,0,1.68,1.677874291,Not Applicable,0,Designated,2005,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,555560010,555560010,1,Okanj bara,Okanj bara,Rezervat prirode,Nature Reserve,National,IV,Not Applicable,0,0,0,54.81,56.70494765,Not Applicable,0,Designated,2013,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,145253,145253,1,Zabalac,Zabalac,Rezervat prirode,Nature Reserve,National,Not Assigned,Not Applicable,0,0,0,0.11,0.1054368824,Not Applicable,0,Designated,1969,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,555560011,555560011,1,Beljanska bara,Beljanska bara,Park prirode,Nature Park,National,V,Not Applicable,0,0,0,1.73,1.732541066,Not Applicable,0,Designated,2013,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,328858,328858,1,Mackov kamen,Mackov kamen,Podrucje od kulturnog i istorijskog znacaja,Area of Cultural and Historical Importance,National,Not Assigned,Not Applicable,0,0,0,0.12,0.1184440463,Not Applicable,0,Designated,1976,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,555588970,555588970,1,Stabla hrasta luznjaka na Palicu,Stabla hrasta luznjaka na Palicu,Spomenik prirode,Natural Monument,National,III,Not Applicable,0,0,0,0.02,0.02257898406,Not Applicable,0,Designated,2013,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,555560012,555560012,1,Mali vrsacki rit,Mali vrsacki rit,Zasticeno staniste,Protected habitat,National,IV,Not Applicable,0,0,0,9.31,9.313647654,Not Applicable,0,Designated,2013,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,145132,145132,1,Sargan - Mokra Gora,Sargan - Mokra Gora,Park prirode,Nature Park,National,V,Not Applicable,0,0,0,108.14,107.7103313,Not Applicable,0,Designated,2005,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,555560013,555560013,1,Vrelo Grze,Vrelo Grze,Spomenik prirode,Natural Monument,National,III,Not Applicable,0,0,0,0.19,0.1880976484,Not Applicable,0,Designated,2013,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,555560014,555560014,1,Lipovicka suma- Dugi rt,Lipovicka suma- Dugi rt,Spomenik prirode,Natural Monument,National,III,Not Applicable,0,0,0,2.42,2.415109139,Not Applicable,0,Designated,2013,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,555560019,555560019,1,Gljive Ade Ciganlije,Gljive Ade Ciganlije,Zasticeno staniste,Protected habitat,National,IV,Not Applicable,0,0,0,0.21,0.2126344926,Not Applicable,0,Designated,2013,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,555588966,555588966,1,Humka na potesu Livade,Humka na potesu Livade,Rezervat prirode,Nature Reserve,National,Not Assigned,Not Applicable,0,0,0,0,0.001738632836,Not Applicable,0,Designated,1987,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,555560015,555560015,1,Obrenovacki zabran,Obrenovacki zabran,Spomenik prirode,Natural Monument,National,III,Not Applicable,0,0,0,0.48,0.4778233104,Not Applicable,0,Designated,2013,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,555560016,555560016,1,Bojcinska suma,Bojcinska suma,Spomenik prirode,Natural Monument,National,V,Not Applicable,0,0,0,6.71,6.710110585,Not Applicable,0,Designated,2013,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,328928,328928,1,Rcanske pecine,Rcanske pecine,Spomenik prirode,Natural Monument,National,III,Not Applicable,0,0,0,1.11,1.105746487,Not Applicable,0,Designated,1976,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,16395,16395,1,Ponjavica,Ponjavica,Park prirode,Nature Park,National,V,Not Applicable,0,0,0,30.3,3.038940472,Not Applicable,0,Designated,1995,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,328834,328834,1,Uvac,Uvac,Rezervat prirode,Nature Reserve,National,IV,Not Applicable,0,0,0,75.43,77.58293503,Not Applicable,0,Designated,1971,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,328830,328830,1,Prebreza,Prebreza,Spomenik prirode,Natural Monument,National,III,Not Applicable,0,0,0,0.01,0.009177568123,Not Applicable,0,Designated,1963,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,555561722,555561722,1,Suma Kosutnjak,Suma Kosutnjak,Spomenik prirode,Natural Monument,National,III,Not Applicable,0,0,0,2.65,2.653228987,Not Applicable,0,Designated,2014,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,555588971,555588971,1,Stablo kedra,Stablo kedra,Spomenik prirode,Natural Monument,National,Not Assigned,Not Applicable,0,0,0,0,0.001250342856,Not Applicable,0,Designated,1949,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,145416,145416,1,Zelenicje,Zelenicje,Rezervat prirode,Nature Reserve,National,Not Assigned,Not Applicable,0,0,0,0.42,0.42979132,Not Applicable,0,Designated,1948,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,16413,16413,1,Rajac,Rajac,Predeli izuzetnih odlika,Landscape of Outstanding Qualities,National,Not Assigned,Not Applicable,0,0,0,12,9.969353639,Not Applicable,0,Designated,1963,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
Polygon,555561723,555561723,1,Lesni profil Kapela u Batajnici,Lesni profil Kapela u Batajnici,Spomenik prirode,Natural Monument,National,III,Not Applicable,0,0,0,0.05,0.05434148164,Not Applicable,0,Designated,2014,Federal or national ministry or agency,Not Reported,Institute for Nature Conservation of Serbia,Not Reported,State Verified,1839,Not Reported,SRB,SRB
